case,sample_categories,Scheme,PassID,CandidateID,BaseCandidateID,TaskID,Duration,CandidateStart,incremental_reason,accepted,full_task_feasible,full_grid_feasible,rejection_consistent,capacity_pressure_ratio,grid_import_pressure_ratio,abs_residual_cost_CNY,abs_residual_carbon_tCO2,abs_residual_renewable_used_MWh,abs_residual_service_objective,abs_residual_used_gpu_instant,abs_residual_used_it_power_instant_mw,abs_residual_ai_energy_mwh,abs_residual_facility_average_power_mw,max_absolute_residual,max_relative_residual,worst_quantity,audit_mode
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,4,Q2C112220,Q2C112220,13130,6.550000000000001,36.0,feasible,False,True,True,True,0.938399405357143,0.0,1.6687408788129687e-08,0.0,5.519495971384458e-11,5.091413401991929e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.6687408788129687e-08,1.05052270917076e-11,cost_CNY,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,5,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
cross_2399_2400,cross_2399_2400|feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,carbon_direct,5,Q2C001455,Q2C001455,1455,2.733333333333121,2399.0,feasible,False,True,True,True,0.8060555555555556,0.0,1.2387317838147283e-08,0.0,4.703224476543255e-10,7.914675859144182e-17,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.2387317838147283e-08,3.689743507051688e-12,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,5,Q2C011647,Q2C011647,11647,3.2833333333333314,74.0,no_change,False,True,True,True,0.9625251037037036,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,5,Q2C019107,Q2C019107,19107,3.8833333333334394,1088.0,no_change,False,True,True,True,0.984472049689441,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,5,Q2C023913,Q2C023913,23913,5.7000000000000455,1823.0,no_change,False,True,True,True,0.811141304347826,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,5,Q2C047439,Q2C047439,47439,1.599999999999909,1564.0,no_change,False,True,True,True,0.9633420642857143,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,5,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed,carbon_direct,5,Q2C054386,Q2C054386,4426,4.7000000000000455,2132.0,feasible,False,True,True,True,0.7252964426877471,0.0,1.1885276762768626e-08,0.0,3.7255176721373573e-10,3.920475055707584e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1885276762768626e-08,9.987653759920746e-12,cost_CNY,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,5,Q2C054408,Q2C054408,4448,0.2666666666666515,606.0,feasible,False,True,True,True,0.8845679018518519,0.0,0.0,0.0,1.3363887774175964e-10,8.824592532402642e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.3363887774175964e-10,1.3363887774175964e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,5,Q2C074075,Q2C074075,24306,6.0166666666666515,2105.0,feasible,False,True,True,True,0.7555031738095238,0.0,0.0,0.0,2.1714186004828662e-11,4.413136522884997e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,2.1714186004828662e-11,5.78366343622591e-12,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,5,Q2C083516,Q2C083516,33849,6.566666666666666,2.0,feasible,False,True,True,True,0.9897398365853659,0.0,0.0,0.0,1.3665157894138247e-10,3.5976877401679153e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.3665157894138247e-10,1.3665157894138247e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,5,Q2C090471,Q2C090471,40878,2.0499999999999545,1269.0,feasible,False,True,True,True,0.8405797101449275,0.0,1.3249518815428019e-08,0.0,0.0,4.058914120606827e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.3249518815428019e-08,9.059254739779729e-10,cost_CNY,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,5,Q2C100637,Q2C100637,1160,0.9333333333332803,709.0,feasible,False,True,True,True,0.8003952569169961,0.0,0.0,0.0,6.718892109347507e-11,7.125918778660978e-17,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,6.718892109347507e-11,6.718892109347507e-11,renewable_used_MWh,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,carbon_direct,6,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
cross_2399_2400,cross_2399_2400|feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,carbon_direct,6,Q2C001455,Q2C001455,1455,2.733333333333121,2399.0,feasible,False,True,True,True,0.8060555555555556,0.0,1.2387317838147283e-08,0.0,4.703224476543255e-10,7.914675859144182e-17,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.2387317838147283e-08,3.689743507051688e-12,cost_CNY,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,6,Q2C014824,Q2C014824,14824,1.816666666666606,1735.0,no_change,False,True,True,True,0.9651650785714287,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,6,Q2C016537,Q2C016537,16537,0.46666666666664014,275.0,no_change,False,True,True,True,0.9105682547619047,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,6,Q2C017827,Q2C017827,17827,5.816666666666663,259.0,no_change,False,True,True,True,0.6327208339285715,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,carbon_direct,6,Q2C020651,Q2C020651,20651,6.25,1248.0,no_change,False,True,True,True,0.9928073170731708,0.0,0.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,carbon_direct,6,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C063141,Q2C063141,13263,4.533333333333303,2401.0,feasible,False,True,True,True,0.976803173809524,0.0,3.499735612422228e-08,0.0,4.831690603168681e-11,2.7755575615628914e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,3.499735612422228e-08,6.596543776070285e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C070206,Q2C070206,20405,1.433333333333394,2283.0,feasible,False,True,True,True,0.6616379625,0.0,6.930349627509713e-09,0.0,8.056986189330928e-10,1.3060299369760386e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,6.930349627509713e-09,2.4947838677329016e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C071447,Q2C071447,21657,6.5499999999999545,2215.0,feasible,False,True,True,True,0.9996971185185186,0.0,4.7984940465539694e-08,0.0,8.857909961079713e-10,1.7277845820728999e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,4.7984940465539694e-08,4.1789269985742874e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C090112,Q2C090112,40515,5.4500000000000455,1563.0,feasible,False,True,True,True,0.8493011910714285,0.0,2.9729562811553478e-08,0.0,6.165237209643237e-10,9.170181974882397e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,2.9729562811553478e-08,1.2503822453782085e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C095252,Q2C095252,45704,3.2333333333333485,1484.0,feasible,False,True,True,True,0.8208190476190478,0.0,0.0,0.0,3.140598892059643e-10,1.1699557880655298e-16,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,3.140598892059643e-10,3.140598892059643e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,carbon_direct,6,Q2C117645,Q2C117645,18739,2.3666666666666742,2403.0,feasible,False,True,True,True,0.8980921802469135,0.0,0.0,0.0,1.695639184617903e-10,5.218048215738236e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,1.1368683772161603e-13,1.695639184617903e-10,1.695639184617903e-10,renewable_used_MWh,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,renewable_max,1,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6230115736111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C007721,Q2C007721,7721,1.2000000000000455,1596.0,no_change,False,True,True,True,0.9259510869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C023659,Q2C023659,23659,4.200000000000003,34.0,no_change,False,True,True,True,0.8126293995859213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_cross_two_hours|fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C026200,Q2C026200,26200,1.066666666666606,1260.0,no_change,False,True,True,True,0.8243886170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C044122,Q2C044122,44122,3.4166666666667425,1355.0,no_change,False,True,True,True,0.991106719367589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost_CNY,
accepted,accepted|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,renewable_max,1,Q2C050001,Q2C050001,1,4.666666666666686,2401.0,accepted,True,True,True,True,0.8188184517857142,0.0,1.4657416613772511e-08,0.0,3.666400516522117e-10,7.993605777301127e-14,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.4657416613772511e-08,2.943177588409582e-12,cost_CNY,
feasible_but_rejected,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_fixed_seed|region_migration,renewable_max,1,Q2C050004,Q2C050004,4,1.6166666666666742,419.0,feasible,False,True,True,True,0.9733604938271605,0.0,0.0,0.0,1.5705836631241255e-10,3.8559142044678613e-16,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.5705836631241255e-10,1.5705836631241255e-10,renewable_used_MWh,
capacity_rejected,capacity_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration,renewable_max,1,Q2C050005,Q2C050005,5,2.683333333333394,2239.0,it_capacity,False,False,True,True,1.0386577243902437,0.0,,,,,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1368683772161603e-13,1.1368683772161603e-13,8.943764325387517e-18,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,1,Q2C050783,Q2C050783,792,1.433333333333394,1494.0,feasible,False,True,True,True,0.8727261910714286,0.0,0.0,0.0,1.415003225702094e-09,3.021888295151598e-15,0.0,5.684341886080802e-14,5.684341886080802e-14,2.2737367544323206e-13,1.415003225702094e-09,1.415003225702094e-09,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C081273,Q2C081273,31579,5.699999999999818,2329.0,feasible,False,True,True,True,0.6698369565217391,0.0,0.0,0.0,1.1368683772161603e-13,2.3448474065213e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,3.410605131648481e-13,3.410605131648481e-13,3.410605131648481e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,1,Q2C087559,Q2C087559,37934,6.233333333333121,2383.0,feasible,False,True,True,True,0.9351111119047619,0.0,0.0,0.0,3.2787283998914063e-10,3.618459698540022e-14,0.0,8.526512829121202e-14,7.105427357601002e-14,4.547473508864641e-13,3.2787283998914063e-10,3.2787283998914063e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,1,Q2C107031,Q2C107031,7766,4.483333333333121,2351.0,feasible,False,True,True,True,0.9758617878048782,0.0,2.130036591552198e-08,0.0,4.3024783735745586e-10,3.228320388792838e-14,0.0,9.947598300641403e-14,8.526512829121202e-14,4.547473508864641e-13,2.130036591552198e-08,2.66511486396681e-12,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_feasible_move|random_fixed_seed,renewable_max,1,Q2C111996,Q2C111996,12898,4.1666666666667425,1550.0,feasible,False,True,True,True,0.6385869565217391,0.0,0.0,0.0,5.684341886080802e-14,3.0583391721905606e-14,0.0,9.947598300641403e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,1,Q2C114953,Q2C114953,15955,6.466666666666697,2295.0,feasible,False,True,True,True,1.0,0.0,0.0,0.0,2.2379254005500115e-10,2.320183501163149e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.2379254005500115e-10,2.2379254005500115e-10,renewable_used_MWh,
accepted,accepted|fractional_duration|high_gpu_demand_task|high_power_task|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C000001,Q2C000001,1,4.666666666666686,456.0,accepted,True,True,True,True,0.7932648148148149,0.0,1.2074451660737395e-08,0.0,6.078835212974809e-10,9.11683922799611e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,1.2074451660737395e-08,1.659917309554259e-12,cost_CNY,
feasible_but_rejected,feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C000002,Q2C000002,2,3.2999999999999545,1126.0,feasible,False,True,True,True,0.9988197530864197,0.0,0.0,0.0,2.4374458007514477e-10,1.485846900161833e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.4374458007514477e-10,2.4374458007514477e-10,renewable_used_MWh,
fractional_cross_two_hours,fractional_cross_two_hours|fractional_duration|no_change|random_fixed_seed,renewable_max,2,Q2C000004,Q2C000004,4,1.6166666666666742,419.0,no_change,False,True,True,True,0.9997802469135803,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
capacity_rejected,capacity_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C000006,Q2C000006,6,5.2999999999999545,1728.0,it_capacity,False,False,True,True,1.0005507928571429,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|high_gpu_demand_task|high_power_task|random_feasible_move|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C028139,Q2C028139,28139,4.650000000000006,113.0,feasible,False,True,True,True,0.5971467391304348,0.0,5.871697794646025e-08,0.0,5.539959602174349e-10,2.598615767013257e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,5.871697794646025e-08,1.0167165565305909e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C032843,Q2C032843,32843,3.549999999999997,95.0,feasible,False,True,True,True,0.9988477358024691,0.0,0.0,0.0,2.771685103652999e-10,2.7409410190745026e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.771685103652999e-10,2.771685103652999e-10,renewable_used_MWh,
random_feasible_move,fractional_cross_two_hours|fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_feasible_move|random_fixed_seed,renewable_max,2,Q2C035404,Q2C035404,35404,1.2666666666668789,2372.0,no_change,False,True,True,True,0.4279891304347826,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,duration_lt_1h|feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration|return_to_baseline,renewable_max,2,Q2C040646,Q2C040646,40646,0.6166666666666742,1016.0,feasible,False,True,True,True,0.9629073170731708,0.0,0.0,0.0,1.7189449863508344e-10,3.460597151720701e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,1.7189449863508344e-10,1.7189449863508344e-10,renewable_used_MWh,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,2,Q2C047225,Q2C047225,47225,5.599999999999909,1587.0,no_change,False,True,True,True,0.9956552853658539,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,capacity_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,2,Q2C072706,Q2C072706,22925,5.050000000000182,2301.0,gpu_capacity,False,False,True,True,1.037037037037037,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,capacity_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,2,Q2C093432,Q2C093432,43869,5.9166666666667425,2400.0,gpu_capacity,False,False,True,True,1.0190217391304348,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,2.4281138848246516e-16,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,2,Q2C099421,Q2C099421,49909,5.033333333333303,727.0,feasible,False,True,True,True,0.9993637851851851,0.0,0.0,0.0,2.7768010113504715e-10,4.165518299216464e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.7768010113504715e-10,2.7768010113504715e-10,renewable_used_MWh,
random_feasible_move,fractional_duration|no_change|random_feasible_move|random_fixed_seed,renewable_max,2,Q2C100018,Q2C100018,522,4.7333333333333485,1798.0,no_change,False,True,True,True,0.987446030952381,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,2,Q2C111549,Q2C111549,12436,5.733333333333334,1242.0,feasible,False,True,True,True,0.6716666666666667,0.0,1.5053956303745508e-08,0.0,5.5422333389287814e-11,9.992007221626409e-15,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,1.5053956303745508e-08,1.0919198852385938e-12,cost_CNY,
fractional_duration,fractional_duration|high_gpu_demand_task|high_power_task|no_change|random_fixed_seed,renewable_max,3,Q2C000001,Q2C000001,1,4.666666666666686,456.0,no_change,False,True,True,True,0.6136782402777778,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
feasible_but_rejected,feasible_but_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,renewable_max,3,Q2C000002,Q2C000002,2,3.2999999999999545,1126.0,feasible,False,True,True,True,0.9988197530864197,0.0,0.0,0.0,2.4374458007514477e-10,1.485846900161833e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.4374458007514477e-10,2.4374458007514477e-10,renewable_used_MWh,
capacity_rejected,capacity_rejected|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,renewable_max,3,Q2C000006,Q2C000006,6,5.2999999999999545,1728.0,it_capacity,False,False,True,True,1.0005507928571429,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
accepted,accepted|fractional_duration|random_fixed_seed|region_migration|return_to_baseline,renewable_max,3,Q2C000843,Q2C000843,843,2.783333333333303,1586.0,accepted,True,True,True,True,0.8749024685185186,0.0,5.493347998708487e-10,0.0,3.5413449950283393e-10,3.8943837304267204e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,5.493347998708487e-10,2.0001572930731587e-11,cost_CNY,
random_feasible_move,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C057641,Q2C057641,7708,1.9833333333333485,794.0,feasible,False,True,True,True,0.9982190476190478,0.0,0.0,0.0,5.684341886080802e-14,5.770980481684118e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,capacity_rejected|cross_2399_2400|fractional_duration|random_feasible_move|random_fixed_seed,renewable_max,3,Q2C058556,Q2C058556,8633,6.0166666666666515,2399.0,it_capacity,False,False,True,True,1.0055934951219514,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C060330,Q2C060330,10429,2.3833333333334394,1757.0,feasible,False,True,True,True,0.9317460317460318,0.0,0.0,0.0,2.5573854145477526e-10,2.6628872717981977e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,2.5573854145477526e-10,2.5573854145477526e-10,renewable_used_MWh,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C063330,Q2C063330,13452,5.599999999999909,1441.0,feasible,False,True,True,True,0.9726495726495726,0.0,1.8590071704238653e-09,0.0,1.4597389963455498e-10,2.688821387764051e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,1.8590071704238653e-09,3.095638767056291e-12,cost_CNY,
random_feasible_move,capacity_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C064204,Q2C064204,14337,2.8166666666667197,2403.0,gpu_capacity,False,False,True,True,1.0009881422924902,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,2.5598311649499126e-16,facility_average_power_mw,
random_feasible_move,capacity_rejected|duration_lt_1h|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C088860,Q2C088860,39247,0.533333333333303,2405.0,it_capacity,False,False,True,True,1.012857612345679,0.0,,,,,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,3.9666688985048637e-16,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C091947,Q2C091947,42363,4.7000000000000455,1450.0,feasible,False,True,True,True,0.9968253968253968,0.0,0.0,0.0,0.0,2.6794964020477284e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,facility_average_power_mw,
random_feasible_move,feasible_but_rejected|fractional_cross_two_hours|fractional_duration|random_feasible_move|random_fixed_seed|region_migration,renewable_max,3,Q2C094572,Q2C094572,45018,1.8333333333332575,1902.0,feasible,False,True,True,True,0.9670872419753088,0.0,0.0,0.0,4.66911842522677e-10,2.3660977691020157e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,4.547473508864641e-13,4.66911842522677e-10,1.9177649607056518e-10,renewable_used_MWh,
