Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,BaselineCurtailment_MW,IT_Load_MW,Total_Load_MW,BaselineGridPurchase_MW,GridCharge_MW,BaselineGridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,AI_IT_Load_MW,FacilityLoad_MW,RenewableUse_MW,OptimizedGridPurchase_MW,GridImportLimit_MW,GridExportLimit_MW,OptimizedGridSell_MW,OptimizedCurtailment_MW
1055,RegionD,Flat,397.72,310.22,0.4615,111.944,51.674592,510.22,151.6829,71.7074,129.0734,321.33,411.3024,259.6195,0.0,157.7563,101.8632,119.8144,Low,224.4503,71.7074,0.0,117.904,203.426,Main_0_2399,117.90399999999883,411.30239999999844,411.30239999999844,0.0,510.0,180.0,98.91760000000158,0.0
1056,RegionD,Valley,287.19,224.01,0.4647,110.216,52.095788,540.19,164.3014,75.1777,135.3199,352.62,451.3536,349.4522,62.4,165.391,184.0612,162.3904,Low,353.7733,137.5777,0.0,117.876,234.744,Main_0_2399,117.87599999999811,451.35359999999764,451.35359999999764,0.0,510.0,180.0,88.83640000000241,0.0
1057,RegionD,Valley,287.13,223.96,0.4658,97.376,46.743659,587.87,166.5716,84.2597,157.0387,360.46,461.3888,357.2172,62.4,180.0,177.2172,166.3918,Low,491.6334,146.6597,0.0,105.1826666667,255.277333,Main_0_2399,105.18266666666703,461.3887995733338,461.3887995733338,0.0,510.0,180.0,126.48120042666619,0.0
1058,RegionD,Valley,287.06,223.91,0.4645,87.8133333333,40.885417,650.0,185.131,92.9738,191.8952,401.76,514.2528,391.5218,62.4,180.0,211.5218,181.8619,Low,637.6848,155.3738,0.0,92.9733333333,308.786667,Main_0_2399,92.97333333333437,514.252800426668,514.252800426668,0.0,510.0,180.0,135.74719957333195,0.0
1059,RegionD,Valley,286.99,223.85,0.461,61.4293333333,29.248188,722.35,196.6826,105.1335,240.5339,425.62,544.7936,410.511,62.4,180.0,230.511,189.2456,Low,795.1663,167.5335,0.0,65.9493333333,359.670667,Main_0_2399,65.94933333333326,544.7936004266666,544.7936004266666,0.0,510.0,180.0,177.55639957333347,0.0
1060,RegionD,Valley,286.91,223.79,0.4555,53.04,22.965353,800.0,228.4154,49.1252,342.4594,490.22,627.4816,461.4662,62.4,180.0,281.4662,210.1979,Low,900.0,111.5252,0.0,53.646,436.574,Main_0_2399,53.6459999999989,627.4815999999986,627.4815999999986,0.0,510.0,180.0,172.5184000000014,0.0
1061,RegionD,Valley,286.82,223.72,0.4483,49.0,22.247509,877.65,220.6443,0.0,477.0057,467.42,598.2976,377.6533,0.0,180.0,197.6533,169.302,Low,900.0,0.0,0.0,51.0986666667,416.321333,Main_0_2399,51.09866666666644,598.2975995733331,598.2975995733331,0.0,510.0,180.0,180.0,99.35240042666692
1062,RegionD,Valley,286.74,223.66,0.44,40.3946666667,17.604167,950.0,223.4304,0.0,546.5696,465.48,595.8144,372.384,0.0,180.0,192.384,163.849,Low,900.0,0.0,0.0,41.0613333333,424.418667,Main_0_2399,41.06133333333385,595.8144004266674,595.8144004266674,0.0,510.0,180.0,180.0,174.18559957333264
1063,RegionD,Flat,440.99,343.97,0.4311,62.6186666667,27.5,1012.13,231.7337,0.0,600.3963,473.64,606.2592,374.5255,0.0,180.0,194.5255,161.4579,Low,900.0,0.0,0.0,63.962,409.678,Main_0_2399,63.96200000000104,606.2592000000013,606.2592000000013,0.0,510.0,180.0,180.0,225.87079999999867
1064,RegionD,Flat,440.83,343.85,0.4222,59.84,28.736413,1059.81,227.6202,0.0,652.1898,455.97,583.6416,356.0214,0.0,180.0,176.0214,150.3122,Low,900.0,0.0,0.0,64.74,391.23,Main_0_2399,64.74000000000001,583.6416,583.6416,0.0,510.0,180.0,180.0,296.1683999999999
1065,RegionD,Flat,440.67,343.72,0.4139,57.0506666667,28.706975,1089.78,224.4232,0.0,685.3568,440.79,564.2112,339.788,0.0,180.0,159.788,140.6382,Low,900.0,0.0,0.0,63.6506666667,377.139333,Main_0_2399,63.650666666667526,564.2111995733345,564.2111995733345,0.0,510.0,180.0,180.0,345.56880042666546
1066,RegionD,Flat,440.5,343.59,0.4067,49.7546666667,29.527853,1100.0,200.1231,0.0,719.8769,386.04,494.1312,294.0081,0.0,180.0,114.0081,119.5731,Low,900.0,0.0,0.0,61.857,324.183,Main_0_2399,61.85699999999996,494.1312,494.1312,0.0,510.0,180.0,180.0,425.86879999999996
1067,RegionD,Flat,440.32,343.45,0.401,55.52,31.289629,1089.78,198.3719,0.0,711.4081,376.88,482.4064,284.0345,0.0,180.0,104.0345,113.8978,Low,900.0,0.0,0.0,66.7383333333,310.141667,Main_0_2399,66.7383333333333,482.4064004266666,482.4064004266666,0.0,510.0,180.0,180.0,427.3735995733334
1068,RegionD,Flat,440.14,343.31,0.3974,70.9733333333,38.54846,1059.81,180.1403,0.0,699.6697,338.32,433.0496,252.9093,0.0,180.0,72.9093,100.5062,Low,900.0,0.0,0.0,83.2183333333,255.101667,Main_0_2399,83.21833333333447,433.0496004266681,433.0496004266681,0.0,510.0,180.0,180.0,446.7603995733318
1069,RegionD,Flat,439.95,343.16,0.396,72.0693333333,36.825181,1012.13,188.2222,0.0,643.9078,350.97,449.2416,261.0194,0.0,180.0,81.0194,103.3637,Low,900.0,0.0,0.0,81.18,269.79,Main_0_2399,81.17999999999844,449.241599999998,449.241599999998,0.0,510.0,180.0,180.0,382.888400000002
1070,RegionD,Flat,439.75,343.0,0.3968,53.648,26.699502,950.0,170.5482,0.0,599.4518,317.24,406.0672,235.519,0.0,180.0,55.519,93.4539,Low,900.0,0.0,0.0,59.3996666667,257.840333,Main_0_2399,59.399666666667436,406.0671995733343,406.0671995733343,0.0,510.0,180.0,180.0,363.9328004266657
1071,RegionD,Flat,439.55,342.85,0.3998,48.4746666667,25.432518,877.65,156.9865,0.0,540.6635,292.726,374.6893,217.7028,0.0,180.0,37.7028,87.0376,Low,900.0,0.0,0.0,55.5946666667,237.131333,Main_0_2399,55.59466666666719,374.689279573334,374.689279573334,0.0,510.0,180.0,180.0,322.960720426666
1072,RegionD,Flat,439.34,342.69,0.4048,95.736,47.689085,800.0,139.9026,0.0,480.0974,262.75,336.32,196.4174,0.0,180.0,16.4174,79.5097,Low,900.0,0.0,0.0,106.0793333333,156.670667,Main_0_2399,106.07933333333271,336.3200004266659,336.3200004266659,0.0,510.0,180.0,180.0,283.6799995733341
1073,RegionD,Peak,636.72,496.64,0.4114,79.1573333333,41.796875,722.35,121.8823,0.0,420.4677,231.56,296.3968,0.0,0.0,180.0,-180.0,0.0,Medium,712.35,0.0,174.5145,91.089,140.471,Main_0_2399,91.08899999999949,296.39679999999936,296.39679999999936,0.0,510.0,180.0,180.0,245.95320000000066
1074,RegionD,Peak,636.4,496.39,0.4192,65.256,34.204031,650.0,119.9267,0.0,350.0733,231.34,296.1152,0.0,0.0,180.0,-180.0,0.0,Medium,522.8999,0.0,176.1885,74.7076666667,156.632333,Main_0_2399,74.70766666666546,296.1151995733318,296.1151995733318,0.0,510.0,180.0,180.0,173.88480042666822
1075,RegionD,Peak,636.07,496.13,0.4275,73.2533333333,35.848053,587.87,106.3845,0.0,301.4855,208.95,267.456,0.0,0.0,180.0,-180.0,0.0,Medium,349.7048,0.0,161.0715,80.0583333333,128.891667,Main_0_2399,80.05833333333474,267.4560004266685,267.4560004266685,0.0,510.0,180.0,180.0,140.41399957333152
1076,RegionD,Peak,635.73,495.87,0.4358,102.176,45.998641,540.19,117.8811,0.0,242.3089,236.14,302.2592,2.3781,0.0,180.0,-177.6219,1.0364,Medium,154.0059,0.0,182.0,105.989,130.151,Main_0_2399,105.98899999999708,302.25919999999627,302.25919999999627,0.0,510.0,180.0,180.0,57.930800000003785
1077,RegionD,Peak,635.38,495.6,0.4435,114.248,52.313179,510.22,133.9059,0.0,196.3141,273.69,350.3232,156.8918,0.0,180.0,-23.1082,69.5815,Medium,90.0,0.0,59.5255,119.848,153.842,Main_0_2399,119.84800000000035,350.3232000000005,350.3232000000005,0.0,510.0,180.0,159.89679999999953,0.0
1078,RegionD,Flat,394.16,307.44,0.4501,107.8133333333,49.581069,500.0,142.152,71.5696,128.8253,296.15,379.072,236.92,0.0,157.4531,79.4669,106.6377,Low,157.2754,71.5696,0.0,113.4133333333,182.736667,Main_0_2399,113.41333333333442,379.0720004266681,379.0720004266681,0.0,510.0,180.0,120.92799957333187,0.0
1079,RegionD,Flat,393.93,307.27,0.455,124.608,57.317708,510.22,146.868,72.6704,130.8067,311.13,398.2464,251.3784,0.0,159.8749,91.5035,114.3772,Low,225.5856,72.6704,0.0,131.0996666667,180.030333,Main_0_2399,131.09966666666568,398.2463995733321,398.2463995733321,0.0,510.0,180.0,111.97360042666793,0.0
1080,RegionD,Valley,284.34,221.79,0.4579,89.104,43.702446,540.19,150.3836,77.9613,140.3303,322.75,413.12,325.1364,62.4,171.5148,153.6216,148.8799,Low,357.5252,140.3613,0.0,97.744,225.006,Main_0_2399,97.74400000000054,413.12000000000074,413.12000000000074,0.0,510.0,180.0,127.06999999999931,0.0
1081,RegionD,Valley,284.18,221.66,0.4586,81.1226666667,39.287817,587.87,180.4349,81.487,146.6766,390.46,499.7888,381.7539,62.4,179.2715,202.4825,175.0724,Low,492.779,143.887,0.0,88.2526666667,302.207333,Main_0_2399,88.25266666666724,499.78879957333413,499.78879957333413,0.0,510.0,180.0,88.08120042666587,0.0
1082,RegionD,Valley,284.01,221.53,0.4571,78.5226666667,34.953578,650.0,191.0799,91.784,187.1361,414.67,530.7776,402.0977,62.4,180.0,222.0977,183.7988,Low,637.712,154.184,0.0,80.8976666667,333.772333,Main_0_2399,80.89766666666614,530.7775995733327,530.7775995733327,0.0,510.0,180.0,119.22240042666726,0.0
1083,RegionD,Valley,283.83,221.39,0.4533,64.24,31.691576,722.35,194.9404,105.4819,241.9276,421.85,539.968,407.4276,62.4,180.0,227.4276,184.6869,Low,795.521,167.8819,0.0,70.62,351.23,Main_0_2399,70.61999999999956,539.9679999999995,539.9679999999995,0.0,510.0,180.0,180.0,2.3820000000005166
1084,RegionD,Valley,283.66,221.25,0.4475,61.816,31.243207,800.0,215.5786,48.7479,355.6735,462.67,592.2176,439.039,62.4,180.0,259.039,196.47,Low,900.0,111.1479,0.0,69.063,393.607,Main_0_2399,72.80700000000053,597.0099200000008,597.0099200000008,0.0,510.0,180.0,180.0,22.99007999999924
1085,RegionD,Valley,283.49,221.12,0.4401,66.136,32.972147,877.65,212.1899,0.0,485.4601,449.51,575.3728,363.1829,0.0,180.0,183.1829,159.8368,Low,900.0,0.0,0.0,73.336,376.174,Main_0_2399,73.33600000000047,575.3728000000006,575.3728000000006,0.0,510.0,180.0,180.0,122.27719999999943
1086,RegionD,Valley,283.31,220.98,0.4315,58.912,32.124094,950.0,226.9584,0.0,543.0416,472.83,605.2224,378.264,0.0,180.0,198.264,163.2209,Low,900.0,0.0,0.0,69.3786666667,403.451333,Main_0_2399,69.37866666666541,605.2223995733317,605.2223995733317,0.0,510.0,180.0,180.0,164.7776004266683
1087,RegionD,Flat,435.59,339.76,0.4223,69.064,35.030571,1012.13,214.8542,0.0,617.2758,439.14,562.0992,347.245,0.0,180.0,167.245,146.6416,Low,900.0,0.0,0.0,77.464,361.676,Main_0_2399,77.4640000000005,562.0992000000007,562.0992000000007,0.0,510.0,180.0,180.0,270.0307999999993
1088,RegionD,Flat,435.31,339.54,0.4132,83.3493333333,40.597826,1059.81,233.5657,0.0,646.2443,467.88,598.8864,365.3207,0.0,180.0,185.3207,150.9505,Low,900.0,0.0,0.0,91.016,376.864,Main_0_2399,91.01599999999966,598.8863999999995,598.8863999999995,0.0,510.0,180.0,180.0,280.9236000000004
1089,RegionD,Flat,435.03,339.32,0.4046,98.08,47.078804,1089.78,224.5912,0.0,685.1888,441.12,564.6336,340.0424,0.0,180.0,160.0424,137.5811,Low,900.0,0.0,0.0,106.08,335.04,Main_0_2399,106.07999999999998,564.6336,564.6336,0.0,510.0,180.0,180.0,345.14639999999997
1090,RegionD,Flat,434.76,339.11,0.3972,100.7226666667,47.755888,1100.0,217.3081,0.0,702.6919,419.19,536.5632,319.2551,0.0,180.0,139.2551,126.8081,Low,900.0,0.0,0.0,108.0676666667,311.122333,Main_0_2399,108.06766666666418,536.5631995733302,536.5631995733302,0.0,510.0,180.0,180.0,383.43680042666983
1091,RegionD,Flat,434.48,338.89,0.3914,80.72,40.278533,1089.78,201.4458,0.0,708.3342,382.72,489.8816,288.4358,0.0,180.0,108.4358,112.8938,Low,900.0,0.0,0.0,89.56,293.16,Main_0_2399,89.55999999999705,489.88159999999624,489.88159999999624,0.0,510.0,180.0,180.0,419.8984000000037
1092,RegionD,Flat,434.2,338.68,0.3875,55.2933333333,27.598505,1059.81,188.633,0.0,691.177,354.27,453.4656,264.8326,0.0,180.0,84.8326,102.6226,Low,900.0,0.0,0.0,61.36,292.91,Main_0_2399,61.359999999999985,453.4656,453.4656,0.0,510.0,180.0,180.0,426.34439999999995
1093,RegionD,Flat,433.92,338.46,0.3859,66.008,32.255435,1012.13,174.3055,0.0,657.8245,325.02,416.0256,241.7201,0.0,180.0,61.7201,93.2798,Low,900.0,0.0,0.0,72.233,252.787,Main_0_2399,72.23299999999934,416.0255999999992,416.0255999999992,0.0,510.0,180.0,180.0,416.10440000000085
1094,RegionD,Flat,433.64,338.24,0.3866,80.032,36.630435,950.0,167.8129,0.0,602.1871,312.152,399.5546,231.7417,0.0,180.0,51.7417,89.5913,Low,900.0,0.0,0.0,83.932,228.22,Main_0_2399,83.93199999999891,399.5545599999986,399.5545599999986,0.0,510.0,180.0,180.0,370.4454400000013
1095,RegionD,Flat,433.36,338.02,0.3895,60.3493333333,27.947237,877.65,156.8154,0.0,540.8346,292.407,374.281,217.4656,0.0,180.0,37.4656,84.7028,Low,900.0,0.0,0.0,63.7693333333,228.637667,Main_0_2399,63.76933333333325,374.2809604266666,374.2809604266666,0.0,510.0,180.0,180.0,323.3690395733334
1096,RegionD,Flat,433.09,337.81,0.3944,65.736,32.350543,800.0,131.3051,0.0,488.6949,246.603,315.6518,184.3467,0.0,180.0,4.3467,72.7063,Low,900.0,0.0,0.0,72.271,174.332,Main_0_2399,72.27099999999695,315.65183999999607,315.65183999999607,0.0,510.0,180.0,180.0,304.34816000000393
1097,RegionD,Peak,627.57,489.5,0.4009,47.52,24.200634,722.35,139.494,0.0,402.856,265.02,339.2256,17.7316,0.0,180.0,-162.2684,7.1086,Medium,704.3011,0.0,182.0,53.4433333333,211.576667,Main_0_2399,53.44333333333344,339.2256004266668,339.2256004266668,0.0,510.0,180.0,180.0,203.12439957333322
1098,RegionD,Peak,627.18,489.2,0.4085,36.6586666667,20.6601,650.0,121.6115,0.0,348.3885,234.59,300.2752,0.0,0.0,180.0,-180.0,0.0,Medium,512.1895,0.0,178.6637,44.1586666667,190.431333,Main_0_2399,44.15866666666541,300.2751995733317,300.2751995733317,0.0,510.0,180.0,180.0,169.7248004266683
1099,RegionD,Peak,626.78,488.89,0.4167,43.656,24.154212,587.87,128.7612,0.0,279.1088,252.9,323.712,12.9508,0.0,180.0,-167.0492,5.3966,Medium,316.4906,0.0,182.0,51.926,200.974,Main_0_2399,51.92599999999898,323.7119999999987,323.7119999999987,0.0,510.0,180.0,180.0,84.15800000000132
1100,RegionD,Peak,626.39,488.58,0.425,36.32,22.350543,540.19,116.3685,0.0,243.8215,233.11,298.3808,0.0123,0.0,180.0,-179.9877,0.0052,Medium,120.7917,0.0,182.0,46.52,186.59,Main_0_2399,46.52000000000015,298.3808000000002,298.3808000000002,0.0,510.0,180.0,180.0,61.80919999999986
1101,RegionD,Peak,626.0,488.28,0.4326,47.288,26.314538,510.22,132.4186,0.0,197.8014,270.65,346.432,185.3772,0.0,180.0,5.3772,80.1942,Medium,90.0,0.0,28.6363,56.468,214.182,Main_0_2399,56.468000000000224,346.43200000000024,346.43200000000024,0.0,510.0,180.0,163.78799999999978,0.0
1102,RegionD,Flat,388.32,302.89,0.4392,56.32,27.175045,500.0,136.2336,72.7533,130.9559,283.82,363.2896,227.056,0.0,160.0572,66.9988,99.723,Low,158.3881,72.7533,0.0,61.1216666667,222.698333,Main_0_2399,61.121666666666115,363.2895995733326,363.2895995733326,0.0,510.0,180.0,136.71040042666738,0.0
1103,RegionD,Flat,388.08,302.7,0.4441,102.56,46.773098,510.22,152.3674,71.5705,128.8269,322.78,413.1584,260.791,0.0,157.4552,103.3359,115.8173,Low,225.6644,71.5705,0.0,107.31,215.47,Main_0_2399,107.3100000000006,413.15840000000077,413.15840000000077,0.0,510.0,180.0,97.06159999999926,0.0
1104,RegionD,Valley,280.11,218.49,0.447,91.1946666667,42.932518,540.19,164.1616,75.2057,135.3702,352.32,450.9696,349.208,62.4,165.4525,183.7555,156.096,Low,355.0137,137.6057,0.0,97.3946666667,254.925333,Main_0_2399,97.39466666666588,450.9695995733323,450.9695995733323,0.0,510.0,180.0,89.22040042666777,0.0
1105,RegionD,Valley,279.95,218.36,0.4477,72.8693333333,36.051857,587.87,177.1724,82.1395,148.5581,383.4,490.752,375.9796,62.4,180.0,195.9796,168.3261,Low,490.8809,144.5395,0.0,80.3943333333,303.005667,Main_0_2399,80.39433333333196,490.7520004266649,490.7520004266649,0.0,510.0,180.0,97.11799957333511,0.0
1106,RegionD,Valley,279.79,218.24,0.4462,52.416,27.01087,650.0,177.2191,94.5562,198.2247,384.59,492.2752,377.4561,62.4,180.0,197.4561,168.4209,Low,638.4197,156.9562,0.0,59.376,325.214,Main_0_2399,59.37599999999842,492.275199999998,492.275199999998,0.0,510.0,180.0,157.724800000002,0.0
1107,RegionD,Valley,279.63,218.11,0.4424,70.7653333333,35.487998,722.35,203.8869,103.6926,234.7705,441.21,564.7488,423.2619,62.4,180.0,243.2619,187.2511,Low,794.5468,166.0926,0.0,78.7606666667,362.449333,Main_0_2399,78.76066666666715,564.7487995733339,564.7487995733339,0.0,510.0,180.0,157.60120042666608,0.0
1108,RegionD,Valley,279.47,217.99,0.4367,74.08,34.549366,800.0,208.2074,49.7843,362.0083,446.85,571.968,426.1606,62.4,180.0,246.1606,186.1044,Low,900.0,112.1843,0.0,78.6366666667,368.213333,Main_0_2399,78.6366666666652,571.9679995733314,571.9679995733314,0.0,510.0,180.0,180.0,48.03200042666856
1109,RegionD,Valley,279.32,217.87,0.4293,81.568,38.165761,877.65,218.9118,0.0,478.7382,463.75,593.6,374.6882,0.0,180.0,194.6882,160.8536,Low,900.0,0.0,0.0,86.768,376.982,Main_0_2399,86.76799999999847,593.5999999999981,593.5999999999981,0.0,510.0,180.0,180.0,104.05000000000189
1110,RegionD,Valley,279.17,217.75,0.4208,83.1893333333,42.589447,950.0,234.6384,0.0,535.3616,488.83,625.7024,391.064,0.0,180.0,211.064,164.5597,Low,900.0,0.0,0.0,93.8876666667,394.942333,Main_0_2399,93.8876666666665,625.7023995733332,625.7023995733332,0.0,510.0,180.0,180.0,144.2976004266668
1111,RegionD,Flat,429.27,334.83,0.4118,92.0,48.365036,1012.13,221.699,0.0,610.431,453.13,580.0064,358.3074,0.0,180.0,178.3074,147.551,Low,900.0,0.0,0.0,105.6933333333,347.436667,Main_0_2399,105.69333333333307,580.0064004266663,580.0064004266663,0.0,510.0,180.0,180.0,252.12359957333365
1112,RegionD,Flat,429.05,334.66,0.4027,124.0506666667,61.208107,1059.81,225.5835,0.0,654.2265,451.89,578.4192,352.8357,0.0,180.0,172.8357,142.0869,Low,900.0,0.0,0.0,136.6173333333,315.272667,Main_0_2399,136.61733333333444,578.4192004266681,578.4192004266681,0.0,510.0,180.0,180.0,301.39079957333183
1113,RegionD,Flat,428.84,334.5,0.3943,124.3893333333,60.397418,1089.78,230.6856,0.0,679.0944,453.09,579.9552,349.2696,0.0,180.0,169.2696,137.717,Low,900.0,0.0,0.0,135.551,317.539,Main_0_2399,135.55100000000206,579.9552000000027,579.9552000000027,0.0,510.0,180.0,180.0,329.82479999999725
1114,RegionD,Flat,428.63,334.33,0.387,88.072,43.542799,1100.0,199.9832,0.0,720.0168,385.77,493.7856,293.8024,0.0,180.0,113.8024,113.7015,Low,900.0,0.0,0.0,97.122,288.648,Main_0_2399,97.12200000000071,493.78560000000095,493.78560000000095,0.0,510.0,180.0,180.0,426.21439999999905
1115,RegionD,Flat,428.43,334.18,0.3814,81.7973333333,40.358922,1089.78,202.8511,0.0,706.9289,385.39,493.2992,290.4481,0.0,180.0,110.4481,110.7769,Low,900.0,0.0,0.0,90.0823333333,295.307667,Main_0_2399,90.0823333333339,493.29920042666737,493.29920042666737,0.0,510.0,180.0,180.0,416.48079957333266
1116,RegionD,Flat,428.24,334.03,0.3777,106.2666666667,51.543252,1059.81,193.9948,0.0,685.8152,364.34,466.3552,272.3604,0.0,180.0,92.3604,102.8705,Low,900.0,0.0,0.0,115.7216666667,248.618333,Main_0_2399,115.72166666666801,466.3551995733351,466.3551995733351,0.0,510.0,180.0,180.0,413.45480042666486
1117,RegionD,Flat,428.05,333.88,0.3763,84.16,40.170969,1012.13,184.2001,0.0,647.9299,343.47,439.6416,255.4415,0.0,180.0,75.4415,96.1227,Low,900.0,0.0,0.0,90.6916666667,252.778333,Main_0_2399,90.69166666666653,439.64159957333317,439.64159957333317,0.0,510.0,180.0,180.0,392.4884004266669
1118,RegionD,Flat,427.88,333.75,0.3771,112.616,50.940897,950.0,173.6271,0.0,596.3729,322.967,413.3978,239.7707,0.0,180.0,59.7707,90.4175,Low,900.0,0.0,0.0,117.216,205.751,Main_0_2399,117.21600000000127,413.39776000000165,413.39776000000165,0.0,510.0,180.0,180.0,356.60223999999835
1119,RegionD,Flat,427.71,333.61,0.3802,183.584,83.043478,877.65,146.3202,0.0,551.3298,272.837,349.2314,202.9112,0.0,180.0,22.9112,77.1468,Low,900.0,0.0,0.0,191.084,81.753,Main_0_2399,191.084000000001,349.2313600000013,349.2313600000013,0.0,510.0,180.0,180.0,348.41863999999873
1120,RegionD,Flat,427.54,333.48,0.3853,179.2533333333,81.968976,800.0,146.8672,0.0,473.1328,275.83,353.0624,206.1952,0.0,180.0,26.1952,79.447,Low,900.0,0.0,0.0,187.8783333333,87.951667,Main_0_2399,187.878333333334,353.0624004266675,353.0624004266675,0.0,510.0,180.0,180.0,266.9375995733325
1121,RegionD,Peak,619.71,483.37,0.3921,167.4906666667,76.614583,722.35,114.8818,0.0,427.4682,218.26,279.3728,0.0,0.0,180.0,-180.0,0.0,Medium,723.1279,0.0,164.491,175.5056666667,42.754333,Main_0_2399,175.5056666666679,279.37279957333493,279.37279957333493,0.0,510.0,180.0,180.0,262.9772004266651
1122,RegionD,Peak,619.5,483.21,0.4,113.8586666667,52.342618,650.0,118.8847,0.0,351.1153,229.33,293.5424,0.0,0.0,180.0,-180.0,0.0,Medium,535.3239,0.0,174.6577,119.6653333333,109.664667,Main_0_2399,116.94533333333241,290.0608004266655,290.0608004266655,0.0,510.0,180.0,180.0,179.93919957333452
1123,RegionD,Peak,619.3,483.05,0.4085,102.4346666667,46.611187,587.87,134.993,0.0,272.877,265.14,339.3792,22.3862,0.0,180.0,-157.6138,9.1448,Medium,339.625,0.0,182.0,106.8246666667,158.315333,Main_0_2399,104.10466666666451,335.8975995733306,335.8975995733306,0.0,510.0,180.0,180.0,71.97240042666942
1124,RegionD,Peak,619.11,482.91,0.417,52.1626666667,26.088089,540.19,121.9645,0.0,238.2255,244.32,312.7296,8.7651,0.0,180.0,-171.2349,3.655,Medium,143.9261,0.0,182.0,57.7626666667,186.557333,Main_0_2399,55.04266666666419,309.24799957333016,309.24799957333016,0.0,510.0,180.0,180.0,50.94200042666989
1125,RegionD,Peak,618.93,482.77,0.4249,42.72,20.778986,510.22,122.9367,0.0,207.2833,251.27,321.6256,148.5376,0.0,180.0,-31.4624,63.1136,Medium,90.0,0.0,50.1513,46.408,204.862,Main_0_2399,43.68800000000024,318.1440000000003,318.1440000000003,0.0,510.0,180.0,180.0,12.075999999999738
1126,RegionD,Flat,384.06,299.57,0.4317,46.928,23.565444,500.0,139.0896,72.1821,129.9277,289.77,370.9056,231.816,0.0,158.8006,73.0154,100.075,Low,157.8512,72.1821,0.0,52.1663333333,237.603667,Main_0_2399,49.44633333333405,367.42400042666765,367.42400042666765,0.0,510.0,180.0,132.57599957333235,0.0
1127,RegionD,Flat,383.97,299.5,0.4369,94.648,43.950408,510.22,156.6913,70.7057,127.2703,331.94,424.8832,268.1919,0.0,155.5526,112.6393,117.173,Low,224.3145,70.7057,0.0,100.136,231.804,Main_0_2399,97.41599999999922,421.401599999999,421.401599999999,0.0,510.0,180.0,88.81840000000102,0.0
1128,RegionD,Valley,277.25,216.25,0.4402,110.4986666667,51.751585,540.19,154.1065,77.2167,138.9901,330.74,423.3472,331.6407,62.4,169.8767,161.7639,145.9882,Low,355.5542,139.6167,0.0,117.6153333333,213.124667,Main_0_2399,117.38866666666631,423.0570670933329,423.0570670933329,0.0,510.0,180.0,117.13293290666718,0.0
1129,RegionD,Valley,277.19,216.21,0.4412,108.104,49.625226,587.87,172.5605,83.0619,152.2476,373.42,477.9776,367.8171,62.4,180.0,187.8171,162.2809,Low,492.2884,145.4619,0.0,113.5873333333,259.832667,Main_0_2399,113.58733333333448,477.9776004266682,477.9776004266682,0.0,510.0,180.0,109.89239957333183,0.0
1130,RegionD,Valley,277.14,216.17,0.44,107.112,48.400136,650.0,197.4528,90.5094,182.0378,428.5,548.48,413.4272,62.4,180.0,233.4272,181.908,Low,636.0233,152.9094,0.0,111.412,317.088,Main_0_2399,111.41199999999911,548.4799999999989,548.4799999999989,0.0,510.0,180.0,101.52000000000112,0.0
1131,RegionD,Valley,277.09,216.13,0.4366,80.1573333333,38.712636,722.35,209.9497,102.4801,229.9202,454.33,581.5424,433.9927,62.4,180.0,253.9927,189.4812,Low,791.0105,164.8801,0.0,86.784,367.546,Main_0_2399,84.98400000000001,579.2384,579.2384,0.0,510.0,180.0,143.11160000000007,0.0
1132,RegionD,Valley,277.05,216.1,0.4312,109.728,50.910326,800.0,219.1151,53.5462,347.3387,470.26,601.9328,445.2177,62.4,180.0,265.2177,191.9779,Low,900.0,115.9462,0.0,115.828,354.432,Main_0_2399,114.02800000000056,599.6288000000008,599.6288000000008,0.0,510.0,180.0,180.0,20.37119999999925
1133,RegionD,Valley,277.02,216.08,0.4242,87.9946666667,41.107337,877.65,203.3721,0.0,494.2779,430.83,551.4624,348.0903,0.0,180.0,168.0903,147.6599,Low,900.0,0.0,0.0,93.248,337.582,Main_0_2399,92.22800000000075,550.156800000001,550.156800000001,0.0,510.0,180.0,180.0,147.49319999999898
1134,RegionD,Valley,276.99,216.05,0.4161,69.4186666667,32.463768,950.0,213.8736,0.0,556.1264,445.57,570.3296,356.456,0.0,180.0,176.456,148.3213,Low,900.0,0.0,0.0,73.5586666667,372.011333,Main_0_2399,73.55866666666955,570.3295995733371,570.3295995733371,0.0,510.0,180.0,180.0,199.67040042666292
1135,RegionD,Flat,426.1,332.36,0.4074,46.624,24.483696,1012.13,228.9498,0.0,603.1802,467.95,598.976,370.0262,0.0,180.0,190.0262,150.7487,Low,900.0,0.0,0.0,53.264,414.686,Main_0_2399,53.26400000000038,598.9760000000005,598.9760000000005,0.0,510.0,180.0,180.0,233.15399999999954
