Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,Price,SellPrice,CarbonIntensity,GridExportLimit_MW
1901,RegionD,Valley,273.9,213.64,0.4483,98.8186666667,44.709013,877.65,217.288,0.0,108.453200426624,460.31,589.1968,0.0,0.0,180.0,191.9088,166.7267,Low,405.0,0.0,0.0,102.8686666667,357.441333,Main_0_2399,589.196799573376,589.196799573376,0.0,0.0,273.9,213.64,0.4483,288.453200426624
1902,RegionD,Valley,273.84,213.6,0.44,67.2133333333,32.682292,950.0,231.024,0.0,153.93599957337597,481.3,616.064,0.0,0.0,180.0,205.04,169.4176,Low,405.0,0.0,0.0,73.3133333333,407.986667,Main_0_2399,616.064000426624,616.064000426624,0.0,0.0,273.84,213.6,0.44,333.93599957337597
1903,RegionD,Flat,421.2,328.54,0.4311,52.48,24.294611,1012.13,219.194,0.0,258.67720042662404,448.01,573.4528,0.0,0.0,180.0,174.2588,152.721,Low,405.0,0.0,0.0,55.3616666667,392.648333,Main_0_2399,573.452799573376,573.452799573376,0.0,0.0,421.2,328.54,0.4311,438.67720042662404
1904,RegionD,Flat,421.09,328.45,0.4222,62.72,30.230978,1059.81,226.6368,0.0,298.68999999999994,454.0,581.12,0.0,0.0,180.0,174.4832,149.6628,Low,405.0,0.0,0.0,67.94,386.06,Main_0_2399,581.12,581.12,0.0,0.0,421.09,328.45,0.4222,478.68999999999994
1905,RegionD,Flat,420.98,328.36,0.4139,90.768,44.110054,1089.78,230.4362,0.0,330.4519999999999,452.6,579.328,0.0,0.0,180.0,168.8918,144.4063,Low,405.0,0.0,0.0,98.888,353.712,Main_0_2399,579.3280000000001,579.3280000000001,0.0,0.0,420.98,328.36,0.4139,510.4519999999999
1906,RegionD,Flat,420.86,328.27,0.4067,78.0373333333,39.275362,1100.0,226.1364,0.0,361.638399573376,436.22,558.3616,0.0,0.0,180.0,152.2252,135.116,Low,405.0,0.0,0.0,86.8573333333,349.362667,Main_0_2399,558.361600426624,558.361600426624,0.0,0.0,420.86,328.27,0.4067,541.638399573376
1907,RegionD,Flat,420.73,328.17,0.401,50.0053333333,25.750679,1089.78,204.2723,0.0,413.02480042662387,388.09,496.7552,0.0,0.0,180.0,112.4829,117.2856,Low,405.0,0.0,0.0,56.5346666667,331.555333,Main_0_2399,496.75519957337605,496.75519957337605,0.0,0.0,420.73,328.17,0.401,593.0248004266239
1908,RegionD,Flat,420.59,328.06,0.3974,36.832,19.923007,1059.81,189.5222,0.0,424.2068004266239,355.94,455.6032,0.0,0.0,180.0,86.081,105.7406,Low,405.0,0.0,0.0,43.1386666667,312.801333,Main_0_2399,455.603199573376,455.603199573376,0.0,0.0,420.59,328.06,0.3974,604.2068004266239
1909,RegionD,Flat,420.45,327.95,0.396,52.4373333333,26.5625,1012.13,178.9272,0.0,405.07335999999987,333.638,427.0566,0.0,0.0,180.0,68.1294,98.2592,Low,405.0,0.0,0.0,58.764,274.874,Main_0_2399,427.0566400000001,427.0566400000001,0.0,0.0,420.45,327.95,0.396,585.0733599999999
1910,RegionD,Flat,420.3,327.83,0.3968,69.12,30.707654,950.0,164.8115,0.0,377.59168042662395,306.569,392.4083,0.0,0.0,180.0,47.5968,90.3104,Low,405.0,0.0,0.0,71.1216666667,235.447333,Main_0_2399,392.408319573376,392.408319573376,0.0,0.0,420.3,327.83,0.3968,557.591680426624
1911,RegionD,Flat,420.14,327.71,0.3998,62.4053333333,28.1601,877.65,154.2911,0.0,329.394000426624,287.7,368.256,0.0,0.0,180.0,33.9649,85.5432,Low,405.0,0.0,0.0,64.8536666667,222.846333,Main_0_2399,368.25599957337596,368.25599957337596,0.0,0.0,420.14,327.71,0.3998,509.394000426624
1912,RegionD,Flat,419.98,327.58,0.4048,58.8426666667,26.891984,800.0,148.6562,0.0,262.6368,279.19,357.3632,0.0,0.0,180.0,28.707,84.4846,Low,405.0,0.0,0.0,61.651,217.539,Main_0_2399,357.3632,357.3632,0.0,0.0,419.98,327.58,0.4048,442.6368
1913,RegionD,Peak,608.73,474.81,0.4114,34.272,16.453804,722.35,113.6659,0.0,265.934,215.95,276.416,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,162.7501,36.932,179.018,Main_0_2399,276.416,276.416,0.0,0.0,608.73,474.81,0.4114,445.934
1914,RegionD,Peak,608.47,474.61,0.4192,64.032,31.45154,650.0,119.0402,0.0,176.073599573376,229.63,293.9264,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,174.8862,70.2783333333,159.351667,Main_0_2399,293.926400426624,293.926400426624,0.0,0.0,608.47,474.61,0.4192,356.073599573376
1915,RegionD,Peak,608.21,474.4,0.4275,52.64,27.235054,587.87,115.6101,0.0,117.22039999999998,227.07,290.6496,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,175.0395,59.83,167.24,Main_0_2399,290.6496,290.6496,0.0,0.0,608.21,474.4,0.4275,297.2204
1916,RegionD,Peak,607.94,474.19,0.4358,43.472,23.485054,540.19,122.5786,0.0,45.886000000000024,245.55,314.304,0.0,0.0,180.0,-170.2746,4.2383,Medium,405.0,0.0,182.0,50.732,194.818,Main_0_2399,314.30400000000003,314.30400000000003,0.0,0.0,607.94,474.19,0.4358,225.88600000000002
1917,RegionD,Peak,607.67,473.98,0.4435,50.3306666667,26.328125,510.22,137.869,0.0,0.0,281.79,360.6912,0.0,0.0,149.52880000000005,-15.802,72.8218,Medium,405.0,0.0,58.6242,57.489,224.301,Main_0_2399,360.6912,360.6912,0.0,0.0,607.67,473.98,0.4435,149.52880000000005
1918,RegionD,Flat,377.0,294.06,0.4501,81.76,37.554348,500.0,142.0464,71.5907,0.0,295.93,378.7904,0.0,0.0,121.20959999999997,79.2444,106.5585,Low,405.0,71.5907,0.0,85.8,210.13,Main_0_2399,378.79040000000003,378.79040000000003,0.0,0.0,377.0,294.06,0.4501,121.20959999999997
1919,RegionD,Flat,376.82,293.92,0.455,98.8853333333,45.799366,510.22,146.0183,72.8403,0.0,309.33,395.9424,0.0,0.0,114.27760000000006,89.6753,113.7155,Low,405.0,72.8403,0.0,104.396,204.934,Main_0_2399,395.94239999999996,395.94239999999996,0.0,0.0,376.82,293.92,0.455,114.27760000000006
1920,RegionD,Valley,272.02,212.18,0.4579,112.6693333333,51.987092,540.19,160.6763,75.9027,0.0,344.84,441.3952,0.0,62.4,98.79480000000007,176.1328,157.1141,Low,405.0,138.3027,0.0,118.776,226.064,Main_0_2399,441.3952,441.3952,0.0,0.0,272.02,212.18,0.4579,98.79480000000007
1921,RegionD,Valley,271.88,212.07,0.4586,123.3386666667,56.580616,587.87,178.7482,81.8244,0.0,386.81,495.1168,0.0,62.4,92.75320042662395,198.7686,173.7033,Low,405.0,144.2244,0.0,129.5386666667,257.271333,Main_0_2399,495.11679957337606,495.11679957337606,0.0,0.0,271.88,212.07,0.4586,92.75320042662395
1922,RegionD,Valley,271.74,211.96,0.4571,121.0026666667,54.98981,650.0,187.7391,92.4522,0.0,407.42,521.4976,0.0,62.4,128.50240000000008,216.1585,181.084,Low,405.0,154.8522,0.0,126.321,281.099,Main_0_2399,521.4975999999999,521.4975999999999,0.0,0.0,271.74,211.96,0.4571,128.50240000000008
1923,RegionD,Valley,271.61,211.86,0.4533,101.6266666667,47.022192,722.35,200.2778,104.4144,0.0,433.4,554.752,0.0,62.4,167.59800042662403,236.8742,188.9691,Low,405.0,166.8144,0.0,107.3266666667,326.073333,Main_0_2399,554.751999573376,554.751999573376,0.0,0.0,271.61,211.86,0.4533,167.59800042662403
1924,RegionD,Valley,271.46,211.74,0.4475,114.96,52.683424,800.0,206.502,50.6774,52.716800000000035,443.19,567.2832,0.0,62.4,180.0,243.1812,189.3736,Low,405.0,113.0774,0.0,120.66,322.53,Main_0_2399,567.2832,567.2832,0.0,0.0,271.46,211.74,0.4475,232.71680000000003
1925,RegionD,Valley,271.32,211.63,0.4401,99.2,45.500453,877.65,223.7362,0.0,90.96840042662393,473.97,606.6816,0.0,0.0,180.0,202.9454,168.5343,Low,405.0,0.0,0.0,104.1766666667,369.793333,Main_0_2399,606.681599573376,606.681599573376,0.0,0.0,271.32,211.63,0.4401,270.96840042662393
1926,RegionD,Valley,271.18,211.52,0.4315,154.4,66.73913,950.0,225.9984,0.0,167.33759999999995,470.83,602.6624,0.0,0.0,180.0,196.664,162.5305,Low,405.0,0.0,0.0,156.14,314.69,Main_0_2399,602.6624,602.6624,0.0,0.0,271.18,211.52,0.4315,347.33759999999995
1927,RegionD,Flat,416.97,325.24,0.4223,177.2213333333,78.507699,1012.13,230.354,0.0,229.48039957337596,470.82,602.6496,0.0,0.0,180.0,192.2956,157.2204,Low,405.0,0.0,0.0,182.0213333333,288.798667,Main_0_2399,602.649600426624,602.649600426624,0.0,0.0,416.97,325.24,0.4223,409.48039957337596
1928,RegionD,Flat,416.75,325.06,0.4132,136.2346666667,65.520833,1059.81,229.8317,0.0,290.4980004266239,460.4,589.312,0.0,0.0,180.0,179.4803,148.5373,Low,405.0,0.0,0.0,147.5346666667,312.865333,Main_0_2399,589.311999573376,589.311999573376,0.0,0.0,416.75,325.06,0.4132,470.4980004266239
1929,RegionD,Flat,416.52,324.89,0.4046,95.168,46.919158,1089.78,221.6535,0.0,352.53200000000004,435.35,557.248,0.0,0.0,180.0,155.5945,135.7815,Low,405.0,0.0,0.0,104.753,330.597,Main_0_2399,557.2479999999999,557.2479999999999,0.0,0.0,416.52,324.89,0.4046,532.532
1930,RegionD,Flat,416.3,324.71,0.3972,71.1413333333,37.135417,1100.0,197.2201,0.0,433.036799573376,380.44,486.9632,0.0,0.0,180.0,109.7431,115.086,Low,405.0,0.0,0.0,81.3413333333,299.098667,Main_0_2399,486.963200426624,486.963200426624,0.0,0.0,416.3,324.71,0.3972,613.036799573376
1931,RegionD,Flat,416.07,324.53,0.3914,77.6773333333,40.133605,1089.78,192.661,0.0,441.261600426624,366.03,468.5184,0.0,0.0,180.0,95.8574,107.9706,Low,405.0,0.0,0.0,88.2056666667,277.824333,Main_0_2399,468.51839957337603,468.51839957337603,0.0,0.0,416.07,324.53,0.3914,621.261600426624
1932,RegionD,Flat,415.84,324.36,0.3875,105.224,47.531703,1059.81,178.1596,0.0,451.5220004266239,334.6,428.288,0.0,0.0,180.0,70.1284,96.9248,Low,405.0,0.0,0.0,109.4256666667,225.174333,Main_0_2399,428.287999573376,428.287999573376,0.0,0.0,415.84,324.36,0.3875,631.5220004266239
1933,RegionD,Flat,415.61,324.18,0.3859,140.7226666667,60.361187,1012.13,184.125,0.0,392.66760042662395,343.33,439.4624,0.0,0.0,180.0,75.3374,98.5347,Low,405.0,0.0,0.0,141.6226666667,201.707333,Main_0_2399,439.46239957337605,439.46239957337605,0.0,0.0,415.61,324.18,0.3859,572.667600426624
1934,RegionD,Flat,415.38,324.0,0.3866,102.8933333333,44.842618,950.0,169.1973,0.0,367.14943957337596,314.727,402.8506,0.0,0.0,180.0,53.6533,90.3304,Low,405.0,0.0,0.0,104.5933333333,210.133667,Main_0_2399,402.850560426624,402.850560426624,0.0,0.0,415.38,324.0,0.3866,547.149439573376
1935,RegionD,Flat,415.16,323.82,0.3895,103.728,45.542346,877.65,150.4904,0.0,338.46535957337596,280.613,359.1846,0.0,0.0,180.0,28.6942,81.2864,Low,405.0,0.0,0.0,105.9363333333,174.676667,Main_0_2399,359.184640426624,359.184640426624,0.0,0.0,415.16,323.82,0.3895,518.465359573376
1936,RegionD,Flat,414.93,323.65,0.3944,99.552,44.089674,800.0,140.0091,0.0,283.42400000000004,262.95,336.576,0.0,0.0,180.0,16.5669,77.526,Low,405.0,0.0,0.0,102.232,160.718,Main_0_2399,336.57599999999996,336.57599999999996,0.0,0.0,414.93,323.65,0.3944,463.42400000000004
1937,RegionD,Peak,601.33,469.04,0.4009,134.216,58.689991,722.35,126.5142,0.0,234.68920042662404,240.36,307.6608,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,181.1466,136.7226666667,103.637333,Main_0_2399,307.660799573376,307.660799573376,0.0,0.0,601.33,469.04,0.4009,414.68920042662404
1938,RegionD,Peak,601.01,468.79,0.4085,97.904,46.256793,650.0,113.908,0.0,188.74559999999997,219.73,281.2544,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,167.3464,104.804,114.926,Main_0_2399,281.25440000000003,281.25440000000003,0.0,0.0,601.01,468.79,0.4085,368.74559999999997
1939,RegionD,Peak,600.69,468.54,0.4167,101.5173333333,47.279212,587.87,139.7076,0.0,56.638000000000034,274.4,351.232,0.0,0.0,180.0,-150.4756,12.3028,Medium,405.0,0.0,182.0,107.664,166.736,Main_0_2399,351.23199999999997,351.23199999999997,0.0,0.0,600.69,468.54,0.4167,236.63800000000003
1940,RegionD,Peak,600.37,468.29,0.425,85.824,39.55163,540.19,113.3833,0.0,69.46360000000004,227.13,290.7264,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,177.3431,90.404,136.726,Main_0_2399,290.7264,290.7264,0.0,0.0,600.37,468.29,0.425,249.46360000000004
1941,RegionD,Peak,600.06,468.05,0.4326,63.3653333333,29.350091,510.22,130.2463,0.0,0.0,266.21,340.7488,0.0,0.0,169.471199573376,-14.9614,71.3957,Medium,405.0,0.0,45.4639,66.9653333333,199.244667,Main_0_2399,340.74880042662403,340.74880042662403,0.0,0.0,600.06,468.05,0.4326,169.471199573376
1942,RegionD,Flat,372.26,290.36,0.4392,83.432,39.495018,500.0,141.3936,71.7213,0.0,294.57,377.0496,0.0,0.0,122.95040042662396,77.8692,103.5001,Low,405.0,71.7213,0.0,89.4236666667,205.146333,Main_0_2399,377.04959957337604,377.04959957337604,0.0,0.0,372.26,290.36,0.4392,122.95040042662396
1943,RegionD,Flat,372.07,290.21,0.4441,75.1653333333,35.373641,510.22,134.8969,75.0646,0.0,285.77,365.7856,0.0,0.0,144.43440000000004,65.7465,102.5377,Low,405.0,75.0646,0.0,80.257,205.513,Main_0_2399,365.7856,365.7856,0.0,0.0,372.07,290.21,0.4441,144.43440000000004
1944,RegionD,Valley,268.59,209.5,0.447,106.336,47.404891,540.19,164.7906,75.0799,0.0,353.67,452.6976,0.0,62.4,87.49240000000003,185.1312,156.5872,Low,405.0,137.4799,0.0,109.656,244.014,Main_0_2399,452.6976,452.6976,0.0,0.0,268.59,209.5,0.447,87.49240000000003
1945,RegionD,Valley,268.45,209.39,0.4477,73.544,34.162138,587.87,176.7981,82.2144,0.0,382.59,489.7152,0.0,62.4,98.15480042662398,195.3171,168.0295,Low,405.0,144.6144,0.0,77.8656666667,304.724333,Main_0_2399,489.715199573376,489.715199573376,0.0,0.0,268.45,209.39,0.4477,98.15480042662398
1946,RegionD,Valley,268.33,209.3,0.4462,52.936,26.845562,650.0,182.2326,93.5535,0.0,395.47,506.2016,0.0,62.4,143.79840042662397,206.369,172.3979,Low,405.0,155.9535,0.0,59.3676666667,336.102333,Main_0_2399,506.20159957337603,506.20159957337603,0.0,0.0,268.33,209.3,0.4462,143.79840042662397
1947,RegionD,Valley,268.2,209.2,0.4424,33.4506666667,21.93048,722.35,197.0338,105.0632,0.0,426.38,545.7664,0.0,62.4,176.583600426624,231.1326,181.8851,Low,405.0,167.4632,0.0,44.7656666667,381.614333,Main_0_2399,545.766399573376,545.766399573376,0.0,0.0,268.2,209.2,0.4424,176.583600426624
1948,RegionD,Valley,268.08,209.1,0.4367,61.7626666667,35.657835,800.0,204.3027,47.0052,58.75839957337598,438.47,561.2416,0.0,62.4,180.0,239.3389,183.1253,Low,405.0,109.4052,0.0,75.6343333333,362.835667,Main_0_2399,561.241600426624,561.241600426624,0.0,0.0,268.08,209.1,0.4367,238.75839957337598
1949,RegionD,Valley,267.96,209.01,0.4293,53.76,29.993207,877.65,228.0129,0.0,79.37159999999994,483.03,618.2784,0.0,0.0,180.0,210.2655,167.541,Low,405.0,0.0,0.0,64.31,418.72,Main_0_2399,618.2784,618.2784,0.0,0.0,267.96,209.01,0.4293,259.37159999999994
1950,RegionD,Valley,267.85,208.92,0.4208,84.72,44.055707,950.0,229.728,0.0,157.39199999999994,478.6,612.608,0.0,0.0,180.0,202.88,161.1159,Low,405.0,0.0,0.0,96.62,381.98,Main_0_2399,612.6080000000001,612.6080000000001,0.0,0.0,267.85,208.92,0.4208,337.39199999999994
1951,RegionD,Flat,411.9,321.28,0.4118,101.3226666667,50.429121,1012.13,226.6112,0.0,239.2724004266239,463.17,592.8576,0.0,0.0,180.0,186.2464,150.8203,Low,405.0,0.0,0.0,112.2276666667,350.942333,Main_0_2399,592.8575995733761,592.8575995733761,0.0,0.0,411.9,321.28,0.4118,419.2724004266239
1952,RegionD,Flat,411.74,321.16,0.4027,88.8666666667,45.878623,1059.81,234.7887,0.0,277.7875995733759,470.33,602.0224,0.0,0.0,180.0,187.2337,147.885,Low,405.0,0.0,0.0,100.8383333333,369.491667,Main_0_2399,602.022400426624,602.022400426624,0.0,0.0,411.74,321.16,0.4027,457.7875995733759
1953,RegionD,Flat,411.58,321.03,0.3943,102.4666666667,50.9375,1089.78,229.6215,0.0,332.5,451.0,577.28,0.0,0.0,180.0,167.6585,137.0817,Low,405.0,0.0,0.0,113.255,337.745,Main_0_2399,577.28,577.28,0.0,0.0,411.58,321.03,0.3943,512.5
1954,RegionD,Flat,411.43,320.92,0.387,125.44,60.694067,1100.0,207.0023,0.0,408.88320042662394,399.31,511.1168,0.0,0.0,180.0,124.1145,117.6923,Low,405.0,0.0,0.0,136.2416666667,263.068333,Main_0_2399,511.11679957337606,511.11679957337606,0.0,0.0,411.43,320.92,0.387,588.883200426624
1955,RegionD,Flat,411.28,320.8,0.3814,125.352,60.352129,1089.78,200.4299,0.0,422.3688004266239,380.79,487.4112,0.0,0.0,180.0,106.9813,109.4547,Low,405.0,0.0,0.0,135.6166666667,245.173333,Main_0_2399,487.41119957337605,487.41119957337605,0.0,0.0,411.28,320.8,0.3814,602.3688004266239
1956,RegionD,Flat,411.14,320.69,0.3777,147.432,68.522418,1059.81,186.3125,0.0,431.92263957337593,349.912,447.8874,0.0,0.0,180.0,81.5749,98.7968,Low,405.0,0.0,0.0,156.0213333333,193.890667,Main_0_2399,447.887360426624,447.887360426624,0.0,0.0,411.14,320.69,0.3777,611.9226395733759
1957,RegionD,Flat,411.01,320.59,0.3763,129.64,59.476902,1012.13,178.8168,0.0,405.3370399999999,333.432,426.793,0.0,0.0,180.0,67.9762,93.3135,Low,405.0,0.0,0.0,136.165,197.267,Main_0_2399,426.79296000000005,426.79296000000005,0.0,0.0,411.01,320.59,0.3763,585.3370399999999
1958,RegionD,Flat,410.89,320.49,0.3771,112.7733333333,50.729167,950.0,168.9258,0.0,367.79583957337604,314.222,402.2042,0.0,0.0,180.0,53.2784,87.9693,Low,405.0,0.0,0.0,116.9233333333,197.298667,Main_0_2399,402.204160426624,402.204160426624,0.0,0.0,410.89,320.49,0.3771,547.795839573376
1959,RegionD,Flat,410.77,320.4,0.3802,89.944,43.284647,877.65,155.081,0.0,327.50856,289.173,370.1414,0.0,0.0,180.0,35.0604,81.766,Low,405.0,0.0,0.0,97.324,191.849,Main_0_2399,370.14144,370.14144,0.0,0.0,410.77,320.4,0.3802,507.50856
1960,RegionD,Flat,410.67,320.32,0.3853,91.6186666667,47.265625,800.0,133.3588,0.0,299.411199573376,250.46,320.5888,0.0,0.0,180.0,7.23,72.1397,Low,405.0,0.0,0.0,103.7293333333,146.730667,Main_0_2399,320.588800426624,320.588800426624,0.0,0.0,410.67,320.32,0.3853,479.411199573376
1961,RegionD,Peak,595.32,464.35,0.3921,107.4986666667,55.731431,722.35,106.2496,0.0,283.969200426624,201.86,258.3808,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,152.1312,122.1886666667,79.671333,Main_0_2399,258.380799573376,258.380799573376,0.0,0.0,595.32,464.35,0.3921,463.969200426624
1962,RegionD,Peak,595.18,464.24,0.4,144.5946666667,70.931839,650.0,137.4227,0.0,130.684800426624,265.09,339.3152,0.0,0.0,180.0,-160.1075,7.957,Medium,405.0,0.0,182.0,158.5596666667,106.530333,Main_0_2399,339.315199573376,339.315199573376,0.0,0.0,595.18,464.24,0.4,310.684800426624
1963,RegionD,Peak,595.06,464.15,0.4085,144.3946666667,71.089221,587.87,124.6321,0.0,94.538800426624,244.79,313.3312,0.0,0.0,180.0,-173.3009,2.7366,Medium,405.0,0.0,182.0,158.7446666667,86.045333,Main_0_2399,313.331199573376,313.331199573376,0.0,0.0,595.06,464.15,0.4085,274.538800426624
1964,RegionD,Peak,594.95,464.06,0.417,147.3413333333,70.401947,540.19,110.8923,0.0,75.85080042662406,222.14,284.3392,0.0,0.0,180.0,-180.0,0.0,Medium,405.0,0.0,173.4469,158.7386666667,63.401333,Main_0_2399,284.339199573376,284.339199573376,0.0,0.0,594.95,464.06,0.417,255.85080042662406
1965,RegionD,Peak,594.85,463.98,0.4249,129.536,64.457654,510.22,124.1892,0.0,5.317600426623983,253.83,324.9024,0.0,0.0,180.0,-43.0087,58.2076,Medium,405.0,0.0,63.7219,143.3176666667,110.512333,Main_0_2399,324.90239957337604,324.90239957337604,0.0,0.0,594.85,463.98,0.4249,185.31760042662398
1966,RegionD,Flat,369.17,287.95,0.4317,90.824,47.484149,500.0,136.3824,72.7235,0.0,284.13,363.6864,0.0,0.0,136.31360042662402,67.3123,98.1271,Low,405.0,72.7235,0.0,103.8156666667,180.314333,Main_0_2399,363.686399573376,363.686399573376,0.0,0.0,369.17,287.95,0.4317,136.31360042662402
1967,RegionD,Flat,369.12,287.91,0.4369,117.5146666667,56.192255,510.22,154.298,71.1844,0.0,326.87,418.3936,0.0,0.0,91.82640000000004,107.4899,115.3834,Low,405.0,71.1844,0.0,126.643,200.227,Main_0_2399,418.3936,418.3936,0.0,0.0,369.12,287.91,0.4369,91.82640000000004
1968,RegionD,Valley,266.56,207.92,0.4402,145.7866666667,64.281024,540.19,172.5952,73.519,0.0,370.42,474.1376,0.0,62.4,66.05240000000009,202.2007,160.2074,Low,405.0,135.919,0.0,149.28,221.14,Main_0_2399,474.13759999999996,474.13759999999996,0.0,0.0,266.56,207.92,0.4402,66.05240000000009
1969,RegionD,Valley,266.54,207.9,0.4412,122.3946666667,54.257246,587.87,167.274,84.1192,0.0,361.98,463.3344,0.0,62.4,124.535600426624,178.4604,158.1527,Low,405.0,146.5192,0.0,125.7646666667,236.215333,Main_0_2399,463.334399573376,463.334399573376,0.0,0.0,266.54,207.9,0.4412,124.535600426624
1970,RegionD,Valley,266.52,207.89,0.44,125.92,56.861413,650.0,194.3608,91.1278,0.0,421.79,539.8912,0.0,62.4,110.10879999999997,227.9304,179.4894,Low,405.0,153.5278,0.0,130.82,290.97,Main_0_2399,539.8912,539.8912,0.0,0.0,266.52,207.89,0.44,110.10879999999997
1971,RegionD,Valley,266.52,207.89,0.4366,127.6106666667,58.434103,722.35,217.1586,101.0383,0.0,469.93,601.5104,0.0,62.4,120.83960000000002,266.7518,195.0518,Low,405.0,163.4383,0.0,133.629,336.301,Main_0_2399,601.5104,601.5104,0.0,0.0,266.52,207.89,0.4366,120.83960000000002
1972,RegionD,Valley,266.51,207.88,0.4312,103.0026666667,46.688179,800.0,223.5928,55.99,5.766399573375907,479.87,614.2336,0.0,62.4,180.0,273.0408,195.3512,Low,405.0,118.39,0.0,107.2173333333,372.652667,Main_0_2399,614.2336004266241,614.2336004266241,0.0,0.0,266.51,207.88,0.4312,185.7663995733759
1973,RegionD,Valley,266.51,207.88,0.4242,59.968,27.318841,877.65,220.9747,0.0,98.45639957337596,468.12,599.1936,0.0,0.0,180.0,198.2189,160.4405,Low,405.0,0.0,0.0,62.7013333333,405.418667,Main_0_2399,599.193600426624,599.193600426624,0.0,0.0,266.51,207.88,0.4242,278.45639957337596
1974,RegionD,Valley,266.52,207.89,0.4161,79.0666666667,36.356431,950.0,224.3904,0.0,171.62560042662403,467.48,598.3744,0.0,0.0,180.0,193.984,155.6147,Low,405.0,0.0,0.0,83.1666666667,384.313333,Main_0_2399,598.374399573376,598.374399573376,0.0,0.0,266.52,207.89,0.4161,351.62560042662403
1975,RegionD,Flat,410.06,319.85,0.4074,118.6506666667,54.046649,1012.13,220.3927,0.0,255.54120042662396,450.46,576.5888,0.0,0.0,180.0,176.1961,145.1143,Low,405.0,0.0,0.0,124.0306666667,326.429333,Main_0_2399,576.588799573376,576.588799573376,0.0,0.0,410.06,319.85,0.4074,435.54120042662396
1976,RegionD,Flat,410.09,319.87,0.3987,137.4186666667,63.011775,1059.81,235.0783,0.0,277.04519957337595,470.91,602.7648,0.0,0.0,180.0,187.6865,146.5966,Low,405.0,0.0,0.0,144.2653333333,326.644667,Main_0_2399,602.764800426624,602.764800426624,0.0,0.0,410.09,319.87,0.3987,457.04519957337595
1977,RegionD,Flat,410.13,319.9,0.3907,99.0826666667,45.305707,1089.78,231.6224,0.0,327.4696,454.93,582.3104,0.0,0.0,180.0,170.688,137.0138,Low,405.0,0.0,0.0,103.826,351.104,Main_0_2399,582.3104,582.3104,0.0,0.0,410.13,319.9,0.3907,507.4696
1978,RegionD,Flat,410.18,319.94,0.3838,105.0773333333,47.614357,1100.0,209.4388,0.0,402.86719957337596,404.01,517.1328,0.0,0.0,180.0,127.694,118.093,Low,405.0,0.0,0.0,109.4723333333,294.537667,Main_0_2399,517.132800426624,517.132800426624,0.0,0.0,410.18,319.94,0.3838,582.867199573376
1979,RegionD,Flat,410.23,319.98,0.3785,109.7706666667,48.061594,1089.78,198.3719,0.0,427.3736004266241,376.88,482.4064,0.0,0.0,180.0,104.0345,107.5071,Low,405.0,0.0,0.0,111.8906666667,264.989333,Main_0_2399,482.40639957337595,482.40639957337595,0.0,0.0,410.23,319.98,0.3785,607.3736004266241
1980,RegionD,Flat,410.3,320.03,0.3753,109.072,48.425045,1059.81,191.1941,0.0,420.18760042662393,359.08,459.6224,0.0,0.0,180.0,88.4283,100.7411,Low,405.0,0.0,0.0,112.1636666667,246.916333,Main_0_2399,459.622399573376,459.622399573376,0.0,0.0,410.3,320.03,0.3753,600.1876004266239
1981,RegionD,Flat,410.38,320.1,0.3742,123.2426666667,56.202446,1012.13,181.1754,0.0,399.707599573376,337.83,432.4224,0.0,0.0,180.0,71.247,94.0166,Low,405.0,0.0,0.0,128.9343333333,208.895667,Main_0_2399,432.422400426624,432.422400426624,0.0,0.0,410.38,320.1,0.3742,579.707599573376
1982,RegionD,Flat,410.46,320.16,0.3755,94.7146666667,45.921649,950.0,164.0142,0.0,379.48992042662394,305.086,390.5101,0.0,0.0,180.0,46.4959,85.0492,Low,405.0,0.0,0.0,103.1146666667,201.971333,Main_0_2399,390.510079573376,390.510079573376,0.0,0.0,410.46,320.16,0.3755,559.4899204266239
1983,RegionD,Flat,410.56,320.24,0.379,122.0,58.489583,877.65,152.805,0.0,332.94088042662395,284.929,364.7091,0.0,0.0,180.0,31.9041,80.3117,Low,405.0,0.0,0.0,131.8466666667,153.082333,Main_0_2399,364.70911957337603,364.70911957337603,0.0,0.0,410.56,320.24,0.379,512.940880426624
